set_id	pval	padj	log2err	ES	NES	size	leadingEdge	set_label	cell_type	contrast	analysis_role	ranked_genes	n_samples	n_donors	duplicate_correlation	comparison_FDR	global_primary_FDR	supportive_global_FDR	transition_global_FDR	record_type	dataset_version_id	region	cohort_partition	donor_id
axon_development	0.0000314763501559472	0.0000734448170305434	0.557332238758646	0.301569627308303	1.56173982738589	374	RELN;NEUROD1;EFNB1;FAT4;STK11;NRP1;SLITRK4;FZD3;ISLR2;EPHA4;RGMA;VIM;CSF1R;TNR;PTPRO;NTNG2;CNTN5;SIN3A;B4GALT6;OPHN1;ROBO2;PARD3;PLXND1;JUP;SLITRK5;NOTCH2;NOTCH1;BSG;CDK5R1;ARHGEF25;PALLD;TIAM2;ARHGAP4;ALCAM;DISC1;PAK2;NRXN1;NFIB;EPHA3;KIAA0319;GRM7;NCAM1;TIAM1;DSCAM;FEZ2;CSPG5;ANOS1;NMNAT2;C9orf72;ZPR1;METRN;EFNA5;KALRN;ECE1;DRAXIN;SIPA1L1;MARK2;SLC9A6;BHLHE22;MGARP;SLITRK3;SEMA4D;OLFM1;CELSR2;PTCH1;EFNA3;ROBO1;CYFIP2;AUTS2;SEMA3C;AMIGO1;MMP2;NOVA2;KLF7;SLC25A46;DCC;SEMA4A;ARHGAP35;PUM2;RTN4R;PLXNB1;TENM4;PPP3CB;LGI1;RAB8A;APOE;BMPR2;EPHB1;FGF13;EPHA5;GPM6B;DIP2B;BRSK2;PTPRS;PARD6B;SPAST;CXCL12;SEMA6B;ANK3;UNC5C;EMB;JAK2;RET;COBL;LYPLA2;TAOK2;RYK;VASH2;ENAH;SEMA3E;PLA2G10;ULK2;GDI1;RAB10;MAP1S;EPHA7;CLASP2;PTEN;NECTIN1;SEMA6D;CTNNA2;KREMEN1;NPTX1;DPYSL5;NRXN3	Axon development	Inh	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.0000734448170305434		0.000146889634061087		family_result				
small_GTPase	0.0000729385900788368	0.000127642532637964	0.538434096309916	0.280865084069815	1.48580970384287	466	ITGAV;RELN;SIPA1L2;ARHGAP24;SYNPO2;RHOQ;RAP2B;NRP1;CDKN2A;RIN2;DOCK4;RRAGC;DOK1;ARHGAP28;RND1;RERG;RHOJ;RHOC;TGFB2;RHOG;ARHGAP10;PLK2;ARHGAP18;PREX2;DOCK10;RAP2A;DHCR24;STARD13;OPHN1;TAX1BP3;ARF6;RACGAP1;RHOA;TNS3;VAV1;FGF10;NOTCH2;RAB33B;RRAS;CHN2;ADRA2A;ARHGEF3;ARHGAP15;NOTCH1;ARHGAP19;WASF1;ARHGEF25;PHACTR4;TIAM2;STARD8;ARHGAP4;KBTBD6;GIT1;ARHGAP21;TIAM1;ARHGEF15;WNT4;FERMT2;ABL2;CHML;RASGEF1B;HEG1;ARHGEF18;GNB1;RASA4B;KALRN;RASL12;RASSF1;SIPA1L1;CRKL;RHOBTB1;SPRY1;PPP1CC;SEMA4D;RAP1B;SRC;LRRK2;KBTBD7;CRK;NET1;ROBO1;RALGPS2;ARHGAP12;AUTS2;FGD4;PLCE1;KANK1;ARHGAP35;RTN4R;ROCK2;DIRAS1;SPRY3;ARHGAP6;PLXNB1;PLEKHG3;RAB39B;TGM2;EPS8;DENND4A;APOE;RAF1;RIT1;RAB9B;ARHGAP45;RGL4;NUCB2;RALGAPA2;PSD4;PPP1CB	Small GTPase	Inh	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.000127642532637964		0.000295982684377889		family_result				
heat_response	0.0401036326932895	0.0561450857706054	0.321775918075361	-0.323860089560848	-1.38377872298134	81	EIF2B4;NOS1;GCLC;HSPB2;LYN;ANO1;HTRA2;BAG3;HSPA1A;DNAJB1;EIF2B5;EIF2B2;HSPA1B;PDCD6;CLPB;DNAJA1;TRPM2;CRYAB;HSF1;MICB;DNAJC2;TCIM;SOD1;HSP90AA1;HDAC6;HSPA6;DNAJA4;FGF1;DNAJB6;THBS1;ATM;SLU7;SUMO1;CHORDC1	Heat response	Inh	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.0561450857706054		0.0779792857925074		family_result				
protein_folding	0.233820459290188	0.272790535838553	0.128788713061714	-0.221783798744132	-1.09611941093999	203	PDCL2;DNAJC24;HSPBP1;DNAJB5;HYPK;HSPA1L;HSPB2;HSPD1;TBCEL;ENGASE;CDC37;HSPA9;BAG3;SDF2L1;PDIA6;HSPA1A;HSPH1;DNAJB1;COX19;BAG1;DNAJB12;CLGN;NAA10;PFDN5;TUBA1A;AIFM1;HSPA1B;DNAJA1;PDCD5;HSPA8;LTBP4;CRYAB;UNC45A;MOGS;RIC3;MPDU1;HSPE1;DNAJC2;SIL1;P3H1;WIPF1;DNAJC25;POFUT2;CDC123;FKBP9;NFYC;DNAJC4;HSP90AA1;PEX19;AHSA1;HSPA6;FKBP1C;CCT5;GAK;DNAJA4;RIC8A;HSPA4	Protein folding	Inh	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.272790535838553		0.359723783523366		family_result				
protein_stabilization	0.895966029723992	0.895966029723992	0.053457214108991	-0.169755411169956	-0.842461752678523	213	TNIP2;PPP1R10;HYPK;SAXO1;TAF9;HPS4;IRGM;WDR81;HSPD1;ATP1B3;POLR2E;HIP1R;RPAP3;NAPG;GPIHBP1;CDC37;BAG3;HSPA1A;COA8;PPARGC1A;FLNA;BAG1;USP19;PFDN5;TUBA1A;PYHIN1;HSPA1B;PARVA;USP2;CHEK2;HERC2;CRYAB;DSP;PYURF;MORC3;CEP63;PEX6;PARK7;CBL;P3H1;TESC;PDCD10	Protein stabilization	Inh	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	24471	70	37	0.404655588732688	0.895966029723992		0.973576727515212		family_result				
protein_stabilization	0.00054568266617806	0.00381977866324642	0.477270815362862	0.306524174540302	1.58163895540235	191	MCM8;HSPD1;BAG3;CCT3;PFDN5;BAG1;CCT8;USP36;HSP90AA1;FLNA;SPAG1;RASSF2;USP13;TBL1X;RAB21;HSP90AB1;CRTAP;PAK4;PTGES3;NAA16;RASSF1;HSPA1A;PLPP3;EGLN3;TAF1;ATP1B3;HSPA1B;SMAD7;CDC37L1;TMC8;TMC6;HSPB1;PYHIN1;OTUD3;SMAD3;SYVN1;TUBA1A;TBRG1;PFDN6;WFS1;CCT2;URI1;NAA15;AKT2;FLOT2;NCLN	Protein stabilization	Micro	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.00381977866324642		0.00173626302874837		family_result				
heat_response	0.00821302760373839	0.0287455966130844	0.380730400722792	0.341768296452052	1.49132557254971	74	DNAJA4;BAG3;HSP90AA1;DNAJB1;HSP90AB1;HSPA1A;HSPA6;EIF2B4;MAP2K7;HSBP1;CHORDC1;HSPA1B;DNAJA1;HSPB1;LRP11;DNAJB6;HDAC2;TRPV4;DNAJC2;STUB1;EIF2B5;GCLC;CLPB;MICB;SLU7;DNAJB4;IER5;FGF1	Heat response	Micro	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.0287455966130844		0.0188037366389744		family_result				
synapse_junction	0.0849478390461997	0.198211624441133	0.186432558434075	-0.230393785863955	-1.19950186108838	356	MICALL2;TLN2;UGT8;ZDHHC12;ROBO2;MEF2C;DLC1;LHFPL4;NTNG2;PTEN;ARL2;MYCBP2;ACTN1;PATJ;LSAMP;IL1RAPL2;FSCN1;EPHA7;NLGN1;SH3BP1;ARHGAP6;CDH12;CDH18;GJA1;PTPRO;STAU2;RAP2A;NRXN1;TLR2;RAB29;LRRTM3;OPCML;CDH4;SDK1;SRGAP2;HOPX;CLASP2;CDH10;ASIC2;EPHB3;NLGN4Y;MYO9A;PCDH17;PLXNA4;FER;DOCK10;SRGAP2C;CDHR3;DVL1;LRRTM4;NAE1;NPTX1;CDH2;ADGRL3;GABRA1;CDH9;PARD6B;ANKRD28;CDH8;THBS1;FZD1;NRG3;LRRC4;PTPRK;NECTIN3;APC;IGSF11;IL1RAPL1;DMTN;IKBKB;LRFN1;SLC9A1;GPM6A;ELMO1;ZDHHC8;SYNDIG1;NRXN3;SPTBN2;CDC42;ABI2;LIN7B;JUP;SNCA;ADGRL2;ZDHHC2;GABRA4;CTTN;PTPRD;CUX2;SRC;ERBB4;TJP1;SRGAP1;HIPK1;AMOT;IL1RAP;LAMC1;OPHN1;CAPZA1;OGT;CTNNA1;CLSTN2;NECTIN1;PUM2;SLIT1;GPM6B;ITGA6;MPDZ;WNT5A;CNTNAP2;CYFIP2;ANK2;SRGAP2B;RNF7;SLITRK5;CDH20;NPHP4;NCKIPSD;GRIA1;CRMP1;ADD2;PTPRJ	Synapse/junction	Micro	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.198211624441133		0.155460097600888		family_result				
protein_folding	0.136612021857924	0.239071038251366	0.199915231309662	0.226864871969382	1.16318644535323	182	DNAJA4;HSPD1;BAG3;CCT3;PFDN5;BAG1;CCT8;HSP90AA1;HSPA4;DNAJB1;HSPH1;HSP90AB1;ST13;CRTAP;PTGES3;CHCHD4;HSPA1L;HSPA1A;HSPA6;CHORDC1;HSPA9;HSPA1B;CDC37L1;DNAJA1;MESD;HSPB1;PPIH;METTL21A;TUBA1A;HSPE1;PFDN6;DNAJB6;CCT2;NFYC;WDR83OS;FKBP1A;TTC4;DNAJC2;ANP32E;TBCD;CALR;DNAJC5;PDRG1;DNAJB4;RANBP2;PDCD5;TSC1;HSPA8;CCT4;FKBP8;ATPAF2;PDIA3;TRAP1;LMAN1;ALG12;SNRNP70;HSPA5;TCP1;COX14;PEX19;FKBP4;GRPEL1;PDIA4;P4HB;CCDC47	Protein folding	Micro	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.239071038251366		0.233240037318406		family_result				
axon_development	0.222390317700454	0.311346444780635	0.110122263835536	-0.211729949200674	-1.08507438961275	308	JAK2;TIAM2;ROBO2;CHODL;PPP3CB;MCF2;NTNG2;ZDHHC17;PTEN;MYCBP2;CSF1R;DSCAML1;FEZ2;EPHA7;DCLK1;NFIB;PTPRO;ANAPC2;DIP2B;NRXN1;CYFIP1;NCAM1;EVL;ADGRB1;NFASC;CNTN6;ARHGEF25;VASP;EMB;B4GALT6;CLASP2;CDK5R2;PRKCQ;EPHB3;KALRN;PLXNA4;ZFYVE27;ENAH;MAP1S;ZPR1;CTNNA2;SHTN1;SLIT2;NPTX1;CDH2;PARD6B;RAB3A;TRPV2;TENM3;KIF5A;LGI1;TENM4;COBL;NMNAT2;ULK2;RTCA;NRXN3;TENM2;JUP;TRAK2;CNTN1;CTTN;METRN;CXCL12;YTHDF1;AUTS2;CELSR1;LRRC4C;LIMK1;MAP2;EPHA5;DOCK7;OPHN1;CTNNA1;NECTIN1;PUM2;SLIT1;SEMA5A;CNTN2;MAP3K13;GPM6B;SKIL;DCC;CNTN4;KLF7;WNT5A;CYFIP2;TIAM1;EPHB6;MARK2;KIF21A;FGFR2;SLITRK5;ANOS1;OLFM1;MT3;PTPRJ;APLP1;OLIG1;NTRK2;CSPG5;BCL11A;NEO1;S100B;GSK3B;MAPT;GDI1;MAP1A;ACTB;MAP1B;ALCAM	Axon development	Micro	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.311346444780635		0.347873122659928		family_result				
small_GTPase	0.694864048338369	0.81067472306143	0.0835990603684159	0.166962661930599	0.94034164793588	408	DVL2;DOCK5;RALGDS;CYTH1;RAPGEF3;SH3BP4;RABIF;ALS2;SYNGAP1;RND3;RAB21;MADD;DAB2IP;RASGEF1A;CXCL13;RAB9A;ARHGAP29;SWAP70;TNK2;GNB1;RASSF1;IQSEC1;RASAL3;BCR;MYO9B;RASL10A;CRK;ARHGAP10;RASGRP1;ARHGAP30;F11R;CHORDC1;MAPKAPK5;RAC2;NOTCH2;TSC2;MRAS;RASA2;LARGE1;CYTH2;RAC1;DNMBP;IQSEC3;CRKL;SH2D3C;FNTA;RHOF;RALBP1;LAT;RIPOR1;VAV2;DIRAS1;CHML;GNA13;ARRB1;RASGEF1B;G3BP1;SIPA1L1;CHN2;RASA4;ABCA1;ARHGEF3;SGSM3;RASGRF2;ARFIP2;USP8;GDI2;ARHGEF17;RAB9B;ARHGEF1;ROCK1;ARAP1;RAF1;ARHGEF10L;CDKN1A;KCTD13;RHOA;RAP1GAP2;ARFGEF2;STARD8	Small GTPase	Micro	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.81067472306143		0.845921450151058		family_result				
mitochondrial_energy	0.937086092715232	0.937086092715232	0.0400031517498194	-0.169623728346427	-0.757744236725283	106	ETFRF1;SDHB;SIRT3;ATP5F1C;NDUFA9;SDHA;SLC25A51;UQCRFS1;ATP7A;NDUFB9;STOML2;C2orf69;CYC1;NDUFS8;NDUFS3;NDUFAB1;NDUFA8;SNCA;NDUFS4;NDUFA11	Mitochondrial energy	Micro	C9_ALS_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.937086092715232		0.995514713926266		family_result				
heat_response	0.0035531591670253	0.0248721141691771	0.431707695803346	0.376430086005928	1.66580038435778	74	DNAJB6;EIF2B5;BAG3;HSF1;EIF2B2;HSP90AA1;DNAJA4;DNAJB4;CRYAB;CHORDC1;HSPA1A;LRP11;IL1A;HSPA2;HSPA1B;FGF1;DNAJA1;HSP90AB1;SLU7;EIF2B3;SOD1;EIF2B4;HDAC2;ATR;HSBP1;HSPB1;DNAJA3;TPR;DNAJB1;HSPA6;DNAJC2	Heat response	Micro	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.0248721141691771		0.0092508212005146		family_result				
synapse_junction	0.0128439522150699	0.0449538327527447	0.380730400722792	-0.270638913062546	-1.34029280923943	356	GJA1;ACTN1;CUX2;ADGRL2;CDH18;CDH12;OPCML;ANKRD28;ZDHHC12;CNTN5;NRXN1;GRIA1;EPHA7;LRRTM4;NPTX1;DVL1;LAMC1;IL1RAPL2;EFNA5;ROBO2;NRG3;MICALL2;SIGMAR1;GRID2;ADD2;ASIC2;ADGRL3;FSCN1;GPM6A;CDH8;MYCBP2;DUSP22;HIPK1;ABI2;PTEN;SLITRK5;CDH2;GABRA2;PATJ;LIN7C;PTPRO;CDH4;LRFN1;AGT;FER;LSAMP;LRRC4;NLGN1;GABRA1;PLXNA4;RELN;FGFR1;ZNF703;ARHGEF9;CDH9;CASKIN1;SLITRK4;PDLIM5;CAPZA1;GABRB2;LRFN5;HOPX;PRKCH;RAP2A;CDH13;CDH10;CLDN5;IKBKB;CTTN;FN1;PARD6B;FZD1;STAU2;NRP1;CSMD2;GABRA4;LRFN4;GABRA5;SEMA4C;TLN1;PTPRD;TRIP6;EPHB3;STRN;CRIPT;APC;CLSTN3;ARHGAP6;NLGN2;ARL2;DMTN;UBE3B;GABRG2;NEGR1;ACTB;ELMO1;NTNG2;GABRG3;PUM2;GPHN;PRICKLE1;THSD1;SH3BP1;CBLN4;SLITRK1;UGT8;JUP;RAC3;CLSTN2;SPTBN2;MYO9A;NPHP4;SDK1;SLIT1;NLGN4X;RYK;PTPRK;CNTNAP2;ZDHHC2;NRXN2;PLXNB2;SORBS1;EPHB1;THBS1;RHOC;PTPN13	Synapse/junction	Micro	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.0449538327527447		0.0285421160334887		family_result				
axon_development	0.140567200986437	0.267561983471074	0.127505315300183	-0.236186582882474	-1.15386647387574	308	UNC5D;TENM2;CXCL12;ZPR1;CNTN5;NRXN1;SLIT2;NMNAT2;EPHA7;CNTN4;METRN;VIM;ARHGEF25;NPTX1;NTRK2;EFNA5;ROBO2;DCC;PPP3CB;DCLK1;ADGRB1;CTNNA2;CNTN1;LGI1;PRKG1;EMB;SPTBN4;MYCBP2;CSF1R;MAP1S;ZFYVE27;PTEN;SLITRK5;TUBB2B;CDH2;MAP2;NELL2;SLIT3;APOE;SEMA5A;CELSR1;PTPRO;FEZ2;KALRN;PRKCQ;PLXNA4;RELN;OLFM1;PAK3;SLITRK4;CNTN6;TRAK2;VASP;CTTN;PARD6B;NRP1;KIF21A;KLF7;CELSR2;SEMA4C;ANAPC2;EPHB3;RAB3A;NCAM1;RNF6;LRRC4C;EPHA4;BCL11A;TRPV2;KIFC2;ACTB;GRM7;SOS1;NTNG2;TNR;CSPG5;PUM2;PRICKLE1;NFIB;CHODL;JAK2;B4GALT6;TIAM2;SLITRK1;EPHA6;JUP;RAC3	Axon development	Micro	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.267561983471074		0.238538280461832		family_result				
protein_folding	0.152892561983471	0.267561983471074	0.234392647294686	0.221239602700363	1.14864461062809	182	HSPA4;BAG1;DNAJB6;BAG3;HSPD1;CCT4;CCT3;CCT8;PTGES3;RANBP2;HSP90AA1;PDCD5;DNAJA4;DNAJB4;PDIA5;ATPAF2;ST13;CRYAB;TUBA1A;CHORDC1;HSPA1A;CHCHD4;TBCD;PFDN6;PPIG;PPID;NFYC;HSPA2;HSPA1B;HSPBP1;HSPH1;TELO2;ERO1A;COX14;DNAJA1;HSP90AB1;HSPA4L;GAK;CCT2;MESD;PFDN2;DNAJC5;PPIH;PFDN5;HSPB1;DNAJA3;HSPA9;METTL21A;DNAJC3;HSPE1;PDIA3;DNAJB1;TTC4;HSPA6;TBCB;DNAJC2;BAG4;SNRNP70	Protein folding	Micro	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.267561983471074		0.257891068405855		family_result				
protein_stabilization	0.310924369747899	0.435294117647059	0.161978948883402	0.201799405187853	1.05877886710707	191	EGLN3;BAG1;GTPBP4;TMC8;BAG3;HSPD1;CCT4;NAA15;CCT3;CCT8;PTGES3;SMAD3;SMAD7;COA8;HSP90AA1;RTN4;NAA16;RUVBL1;RASSF2;CRYAB;TUBA1A;HSPA1A;PFDN6;FLOT2;HSPA1B;USP36;MORC3;TAF1;TELO2;TBRG1;HSP90AB1;USP9X;URI1;PYHIN1;CCT2;PFDN2;ATP1B3;HIP1R;HERC2;C10orf90;PFDN5;CHEK2;HSPB1;TRIM44;DNAJA3;MCM8;USP2;PARK7;UBE2B;RASSF1;TMC6;BAG4;HPS4;TBL1X;RPAP3	Protein stabilization	Micro	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.435294117647059		0.460628695922814		family_result				
small_GTPase	0.452702702702703	0.528153153153153	0.170932335370056	0.176934591833891	1.00147467830444	408	RIPOR1;SH2D3C;GDI2;IQSEC3;USP8;CRK;RASL10A;HACE1;MYO9B;RALGDS;CYTH2;LARGE1;HEG1;VAV2;RAC1;RTN4;SIPA1L1;SH3BP4;ARHGEF17;HRAS;RALGAPB;TNK2;RND1;BRAP;SRC;RASAL3;ARFGEF2;DNMBP;RASGRP1;SGSM3;ARHGEF40;CHORDC1;GNA13;SWAP70;RAPGEF3;KSR1;RAB3GAP1;CDKN1A;CYTH1;DAB2IP;GNB1;FBP1;AKAP13;ARHGAP35;ARRB1;ITGAV;ARF6;RAB9A;ARFGEF1;RRAS2;CXCL13;ARHGAP23;RACGAP1;RHOU;ARL3;RAPGEF2;ARHGAP18;ARHGEF11;RASA4;RASA4B;SPATA13;DOK3;RASGEF1A;RAB4A;G3BP1;BCR;RHEB;DENND1A;CCDC88A;FXR1;ARHGAP25;RALA;ROBO1;GRB2;NOTCH1;RALBP1;ARHGEF10L;RHOQ;PSD4;AIF1;MRAS;NKIRAS2;RASA3;ARAP1;CYTH4;ROCK2;RGL3;FERMT2;GNA12;RASGRF1;F11R;CUL3;PARK7;RAC2;RAB9B;RASSF1;ABL2;ROCK1;PKP4;TSC2;ARHGAP17;LPAR1;RASGRF2;FAM13B;DOCK6;PPP1CB;GMIP;CCR7;FGF2;VAV1;KANK1;RND3;MAP4K4;ABL1;ARHGAP4;ARHGAP39;MYO6;DOCK3;FNTA;DENND3;ARHGAP26;RALGPS2;DHCR24;ARHGAP30;ARHGEF28;RSU1;IQSEC2;RAP1GAP2;HACD3;RHOB;SYNGAP1;PLXNB1;RAB39A;ARHGAP29;TNS3;GARNL3;NUCB1;RAPGEF1;RAPGEF4;RAB33A;WAS;RRAS;ARHGEF2	Small GTPase	Micro	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.528153153153153		0.609407484407484		family_result				
mitochondrial_energy	1	1	0.069119845655101	0.136644876690838	0.641560698146749	106	ATP5F1E;UQCRB;SLC25A33;UQCRH;NDUFC1;COX8A;NDUFB4;SDHD;ATP5ME;SDHAF2;ATP5PO;ATP5MF;NDUFV3;COX7C;NDUFB6;COX6C;ATP5MG;NDUFA1;CYCS;NDUFA12;COX7B;COX5A;PARK7;TEFM;NDUFA13;COX6B1;UQCRC1;NDUFB8;MLXIPL;NDUFAB1;TNF;NDUFB3;COX5B;NDUFS5;ATPSCKMT;COX7A2L	Mitochondrial energy	Micro	C9_ALS_vs_C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	1		1		family_result				
small_GTPase	0.0386822318037133	0.160053945245866	0.321775918075361	-0.213255440138525	-1.20029214937669	408	RIPOR1;BRAP;SH2D3C;RALGAPB;SPATA13;SRC;GDI2;HEG1;RHOU;DENND3;RAB3GAP1;HACE1;MYO6;RAB4B;IQSEC3;USP8;FAM13B;ARHGAP25;RHEB;CYTH4;VAV1;ARHGEF40;RTN4;KSR1;ITGAV;ARF6;PDPN;RAB4A;ARHGAP31;CRK;RALGAPA1;GARNL3;HRAS;RASL10A;DLC1;DOCK3;RND1;CYTH2;VAV2;ARHGEF11;MCF2;ARL3;ARHGAP17;DOCK6;ARHGEF17;LARGE1;TNS3;NOTCH1;MYO9B;FERMT2;RHOQ;ARFGEF2;FBP1;SIPA1L1;GRB2;SIPA1L2;LPAR1;SRGAP2;MCF2L;DENND1A;CSNK1A1;ARHGAP18;PLEKHG3;RAC1;RRAS2;NKIRAS2;ROBO1;ARHGAP35;DOCK8;GDI1;RTKN;SGSM3;RALA;RAB39A;ARHGAP12;MAP4K4;ABL1;CYFIP1;RGL3;BCAR3;AKAP13;CCDC88A;PREX1;ARHGAP26;RASGEF1C;RAB12;CDKN1A;ARHGAP23;ABR;RALGPS2;ARFGEF1;SEMA4D;GMIP;DOCK4;GNA12;EPS8;TIAM2;RACGAP1;WNT5A;KRAS;DOK3;DOCK11;NF1;IGF1;RAP1GAP;PIN1;GNA13;FGD4;DNMBP;CD2AP;ARHGAP39;FXR1;RAB33A;ABL2;ARHGAP32;DOCK10;RASGRF1;RB1;ROCK2	Small GTPase	Micro	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.160053945245866		0.0762748232749276		family_result				
heat_response	0.045729698641676	0.160053945245866	0.321775918075361	-0.310317021186696	-1.36223095053618	74	IL1A;CRYAB;HSF1;EIF2B5;HSPA2;DNAJB6;EIF2B2;MTOR;DNAJB4;GSK3B;DNAJC7;SUMO1;EP300;BAG3;ATR;FGF1;IGF1;TRPM2;DNAJA3;TPR;SOD1;EIF2B3;LRP11;LYN;TRPV1;SLU7;CHORDC1;HIKESHI	Heat response	Micro	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.160053945245866		0.087700791915543		family_result				
protein_stabilization	0.362808842652796	0.638456937799043	0.0734381410838857	0.225027258661136	1.03771427270171	191	GLMP;PYURF;WFS1;BAG6;DNAAF2;MTMR9;PLPP3;PEX19;CRTAP;PRKRA;WIZ;NOP53;PHB2;PDRG1;DVL1;MCM8;LAMP1;NAA30;CBLB;ZSWIM7;TNIP2;BAG5;SPAG1;RAB21;SWSAP1;DVL3;PPP1CA;CALR;PINK1;EPHA4;CDC37;CDC37L1;FLNA;CLU;P3H1;PDCL3;OTUD3;TTI1;USP7;USP13;HYPK;CBX4;SOX4;GRN;PEX6;IP6K2;MAPK8IP3;PER3;IFT46;TSC1;CD74;NCLN;CHP1;PAK4;STXBP4;TBL1X;GET1	Protein stabilization	Micro	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.638456937799043		0.515667390572502		family_result				
synapse_junction	0.364832535885167	0.638456937799043	0.0689567351672811	0.211174092743107	1.03842720552059	356	SIGMAR1;CNTN5;CUX2;EFNA5;TRIP6;ADGRL2;GJA1;GRIA1;CBLN4;ANKRD28;FN1;ACTN1;DUSP22;CSMD2;LAMC1;GRID2;PDLIM5;CDH18;OPCML;CDH12;ADD2;PLXNC1;GABRA5;GABRA2;CASKIN1;LRRTM4;ZNF703;GABRB2;C1QL3;NRXN2;CLDN5;NPTX1;LRFN4;DVL1;ARHGEF9;NRG3;NRXN1;TLN1;NRP1;UBE3B;PRICKLE1;NTRK3;AGT;RELN;SEMA4A;LIN7A;SLITRK5;RHOA;LIN7C;LRFN5;GPM6A;EPHB1;ADGRL3;HIPK1;SEMA4C;EPHA7;CLSTN3;SLITRK4;CDH8;DBNL;PRKCH;ASIC2;ABI2;PLXND1;FGFR1;SPOCK2;CDH13;RAC3;PLXNA1;TESK2;IL1RAPL2;GABRB3;CLSTN1;RTN4RL2;RHOC;LRFN1;CDH2;CDH22;PPM1F;CC2D1A;NEGR1;ZDHHC12;GPHN;NLGN2;FAM107A;GABRG2;SLITRK1;CAPZA1;CRKL;STRN;NLGN4X;CRIPT;PLXNA2;RYK;LATS1;FSCN1;PLXNB2;CFL1;ACTB;ACTG1;TSC1;WDR1;FER;LRRC4;CNTNAP1;BSN;DAPK3;EEF2K;GABRA1;DOCK1;PARD3	Synapse/junction	Micro	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.638456937799043		0.515924798221449		family_result				
mitochondrial_energy	0.458904109589041	0.642465753424658	0.116234148779716	-0.211500206938406	-0.990791121411314	106	SLC25A33;UQCRB;SDHD;NDUFAB1;ETFRF1;NDUFB6;ATP5F1E;NDUFB4;COX8A;NDUFA13;NDUFC1;TEFM;ATP5ME;SNCA;NDUFB8;NDUFA7;MLXIPL;COX7A2L;COX6B1;NDUFS5;CYCS;COX6C;NDUFS8;COX7B;ATP5MG;COX5A;NDUFB3;ATP5PO;COX7C;ATPSCKMT	Mitochondrial energy	Micro	C9_FTD_Frontal_minus_Occipital_interaction	regional_interaction	14087	67	35	0.330833540620104	0.642465753424658		0.610942270772675		family_result				
